,fin,wrnty_start_dt,sales_area_nm,prod_dt
38150,WEB70930306704630,2023-04-19,274,2019-01-20
38151,WEB95639794285644,2023-02-07,915,2018-06-13
38152,WDB97688523721303,2020-01-26,863,2011-08-04
38153,W1T57825371401123,2023-05-09,861,2022-08-22
38154,W1T61259934519762,2019-12-24,240,2019-02-09
38155,WDB32031239822974,2019-12-28,822,2019-04-07
38156,WEB88232077327686,2018-11-19,617,2016-12-24
38157,WDB70118564448452,2018-01-16,875,2017-12-09
38158,WDB51706154791395,2021-12-23,524,2021-06-13
38159,NMB59328845434306,2020-06-04,823,2018-12-22
38160,W1T88272198547103,2022-02-11,720,2013-04-01
38161,W1T72812646937759,2019-01-01,614,2016-07-29
38162,W1T85492071462999,2022-11-01,817,2018-05-29
38163,NMB53276801620976,2021-05-10,294,2020-11-02
38164,W1T57484768690268,2020-10-26,638,2017-02-08
38165,WEB37105258958309,2016-09-01,222,2011-07-19
38166,WDB67519068342679,2019-10-25,200,2018-10-27
38167,WDB48045535338824,2018-03-19,777,2012-10-20
38168,W1T85868268403036,2017-02-05,632,2012-04-30
38169,W1T33939037832494,2014-05-26,869,2012-05-02
38170,WEB45646711594302,2020-04-27,853,2019-07-26
38171,WEB95207231950666,2022-04-19,297,2021-12-04
38172,WEB82325226906810,2017-02-11,552,2014-07-07
38173,WDB94643222150524,2022-06-20,822,2017-09-24
38174,NMB70515735774754,2022-07-30,253,2011-09-21
38175,WDB75058101483197,2023-04-03,238,2023-03-14
38176,W1T61600269478316,2021-01-13,283,2020-11-21
38177,NMB24915968802973,2022-12-05,215,2016-03-18
38178,NMB10244095539220,2021-09-08,873,2017-10-22
38179,NMB74344496176513,2020-01-12,270,2012-08-12
38180,W1T88867415609027,2022-04-25,292,2011-02-17
38181,WEB81581270977955,2020-12-11,210,2015-07-31
38182,NMB13832981445541,2022-07-02,515,2018-10-21
38183,WDB42193089465162,2019-12-19,771,2014-01-18
38184,WEB19955774595463,2023-06-04,552,2021-09-25
38185,NMB82856828611042,2020-03-13,741,2013-08-08
38186,WDB40312512911965,2022-11-04,662,2021-07-06
38187,NMB36474968474552,2023-04-04,246,2022-09-10
38188,NMB58924619077167,2020-12-29,613,2018-10-13
38189,NMB55873909247127,2021-10-15,517,2020-12-12
38190,W1T74017573920535,2021-12-04,669,2014-01-24
38191,WDB65700236510874,2019-11-05,931,2016-03-05
38192,WEB30102814800831,2022-11-06,857,2019-03-17
38193,WEB35249474673611,2021-01-19,922,2011-10-04
38194,WEB39198405903939,2023-02-14,795,2021-11-06
38195,W1T76229367026547,2014-10-09,231,2013-11-06
38196,WDB99395849860097,2015-07-20,245,2012-11-14
38197,WDB29160060360439,2016-12-01,537,2016-01-25
38198,NMB84144785474536,2020-11-08,915,2020-04-16
38199,NMB98340360738300,2019-11-17,273,2018-08-06
38200,W1T40322839522167,2022-08-30,808,2022-08-21
38201,W1T28167766244292,2022-03-24,644,2019-05-11
38202,WEB57295845232117,2019-12-04,822,2015-10-09
38203,WDB29402726680196,2019-11-03,249,2013-01-06
38204,NMB89334865382890,2022-06-16,293,2013-09-05
38205,W1T83663273471137,2018-02-04,855,2017-10-17
38206,W1T94311795649037,2023-09-02,682,2022-11-26
38207,W1T87297823905402,2023-03-20,819,2018-12-29
38208,W1T71952802399801,2023-07-26,549,2018-02-15
38209,WEB77272606667053,2023-08-16,550,2023-04-27
38210,W1T34829898073744,2023-07-30,239,2016-09-07
38211,W1T82622090091670,2021-01-26,551,2013-11-18
38212,WEB66276473075582,2022-10-30,300,2012-12-18
38213,WDB55340116410786,2022-09-12,729,2022-06-08
38214,WDB33014549332466,2021-11-21,627,2019-09-17
38215,NMB59071241082755,2015-02-09,236,2014-03-30
38216,W1T52148640961573,2020-08-14,225,2019-06-15
38217,NMB12888345885169,2016-10-05,523,2013-03-04
38218,NMB78142423249725,2022-03-01,739,2013-11-29
38219,WDB68881428498736,2023-07-15,754,2023-02-21
38220,WEB22103473376327,2022-09-06,252,2021-08-15
38221,WDB89876213069653,2020-04-27,542,2011-07-05
38222,NMB76862355089982,2018-02-23,524,2013-02-05
38223,NMB91696512934034,2019-02-21,646,2015-11-05
38224,NMB32185660772036,2014-01-11,561,2013-04-09
38225,WEB77381415380807,2023-05-21,663,2011-04-21
38226,WEB95613033297733,2021-06-22,520,2018-02-05
38227,NMB27300760130164,2023-01-07,255,2021-12-06
38228,WDB77118330817311,2014-05-07,795,2013-12-13
38229,WDB59072502577844,2021-01-31,217,2016-04-02
38230,WDB44841816375104,2015-12-11,368,2013-10-02
38231,WEB65949201991600,2019-06-09,769,2016-07-12
38232,WEB47308860567484,2023-03-22,885,2021-03-05
38233,WEB82554222558032,2022-08-14,205,2014-03-06
38234,WDB57365826894016,2022-12-08,663,2018-10-05
38235,NMB89727825250788,2022-07-08,527,2015-06-24
38236,NMB87247128160675,2021-06-19,252,2019-05-28
38237,W1T11840158367768,2020-03-28,934,2014-10-21
38238,WDB98832607094531,2023-05-13,731,2022-12-05
38239,WDB54751289930262,2014-04-02,633,2011-02-28
38240,WEB56655526080320,2017-05-05,880,2012-09-28
38241,WDB87397073308633,2018-07-30,749,2015-01-03
38242,NMB34329782044771,2020-06-11,883,2019-06-26
38243,WDB20446856316715,2017-09-06,515,2011-12-01
38244,WDB65904685233614,2015-02-06,667,2013-07-17
38245,W1T44555046339217,2018-02-01,581,2013-03-20
38246,NMB52837465701208,2016-06-16,553,2011-10-30
38247,WEB59170893496480,2018-01-30,878,2012-01-06
38248,NMB57170362802606,2020-05-15,296,2011-08-06
38249,W1T74904242630728,2022-06-15,601,2019-09-01
38250,WDB86328664065990,2020-12-25,868,2019-06-24
38251,W1T58728626720567,2015-06-21,818,2014-08-14
38252,W1T52881774264707,2022-07-23,295,2020-03-29
38253,W1T85245710196995,2020-12-22,768,2012-11-23
38254,WEB47752451170046,2022-12-24,580,2020-07-14
38255,W1T82125149558805,2020-11-17,789,2018-07-15
38256,NMB76877757254546,2023-09-02,644,2022-05-13
38257,WEB90071095423093,2020-08-08,835,2020-03-23
38258,WEB67140389474233,2015-02-18,490,2013-10-12
38259,NMB43615581536333,2023-07-04,781,2022-07-16
38260,NMB15190366693358,2021-02-20,831,2012-09-20
38261,WEB18287901013668,2017-04-26,290,2011-12-19
38262,NMB81290991417000,2022-04-08,234,2021-04-29
38263,NMB29394451947067,2017-12-21,675,2015-05-27
38264,WDB61369262912702,2020-06-04,920,2020-01-18
38265,NMB27827641547563,2023-02-13,558,2022-06-29
38266,NMB22087683255027,2017-04-20,531,2014-08-10
38267,WDB16032075531461,2022-08-17,633,2013-09-08
38268,WEB44729861229872,2019-08-17,228,2017-10-11
38269,WEB13063886802606,2023-09-24,803,2023-02-12
38270,WEB55670875672349,2023-01-24,525,2018-07-06
38271,WEB99916693851436,2020-04-01,919,2014-05-23
38272,WEB22647358935115,2016-11-24,932,2016-05-10
38273,W1T19780668527425,2021-04-06,623,2011-10-09
38274,NMB92424064326990,2013-11-14,682,2011-11-04
38275,WDB99486018997145,2018-06-08,553,2018-04-01
38276,WDB40493441821787,2023-06-29,401,2021-12-10
38277,NMB20398322102653,2021-10-31,567,2020-07-29
38278,WDB79316165417605,2022-03-01,879,2021-12-18
38279,W1T72733257117940,2015-09-17,604,2012-05-20
38280,NMB68267908767222,2023-05-03,645,2011-03-05
38281,WEB53482129579026,2012-07-24,288,2011-06-24
38282,NMB59011760972176,2022-05-14,495,2017-07-18
38283,W1T35792648714344,2017-07-06,633,2014-11-13
38284,NMB40553345866993,2023-05-02,583,2022-08-30
38285,W1T97849457107235,2020-12-31,549,2017-12-08
38286,WEB46827621485608,2022-01-23,281,2017-03-18
38287,NMB45524408533685,2021-02-12,883,2020-03-24
38288,NMB27894394039302,2016-04-20,922,2011-02-05
38289,WEB50042342151761,2023-08-18,719,2016-12-16
38290,W1T29655539430898,2023-04-20,685,2019-07-28
38291,WDB63747985899481,2021-06-26,404,2017-06-07
38292,WDB97952582703438,2023-04-22,861,2017-09-11
38293,W1T83498500137442,2023-08-09,721,2019-10-10
38294,W1T18633587033733,2022-09-15,847,2017-10-08
38295,NMB43787802338290,2023-07-25,843,2021-10-17
38296,NMB97455262618430,2020-12-06,404,2020-02-21
38297,W1T13888131358196,2018-01-15,902,2015-02-27
38298,NMB91165047570657,2022-03-13,727,2019-04-13
38299,WDB49391771562890,2018-03-26,915,2013-10-16
38300,WEB74955620092341,2021-12-09,682,2013-12-09
38301,NMB38678134667799,2022-07-06,245,2017-12-27
38302,WEB93097512294025,2020-03-25,919,2011-01-24
38303,WDB30141937873737,2023-08-28,526,2022-05-03
38304,NMB32231068708530,2020-10-16,867,2015-02-23
38305,WDB59221045701292,2022-09-03,873,2014-09-25
38306,NMB79098888341413,2020-10-21,544,2012-01-29
38307,NMB90074596423914,2018-03-07,203,2013-06-29
38308,W1T60233919066149,2023-01-12,254,2022-10-31
38309,W1T35956983226918,2017-07-15,809,2014-05-05
38310,WDB60645253165580,2023-05-08,837,2019-04-27
38311,WDB61883510771800,2022-12-21,847,2013-09-16
38312,W1T27694595118364,2021-11-24,819,2014-08-22
38313,NMB96109234042164,2018-04-15,550,2017-05-16
38314,NMB35206640291775,2014-02-05,289,2011-02-04
38315,WEB81474995848552,2020-02-24,775,2014-01-12
38316,WEB54162218678156,2023-05-05,771,2022-08-14
38317,WDB22372709454265,2021-10-02,290,2016-01-27
38318,WEB84144112372963,2018-05-17,245,2011-12-02
38319,WEB66370035292183,2023-05-25,575,2021-07-11
38320,WDB80079713476668,2016-08-15,556,2013-12-29
38321,W1T88106999654976,2021-10-07,235,2018-10-04
38322,W1T32273697821259,2016-06-12,863,2013-12-11
38323,WEB73575707008328,2022-12-17,282,2015-03-02
38324,W1T87045392009957,2020-11-22,634,2014-07-24
38325,W1T65099409504064,2014-04-11,679,2012-07-24
38326,WDB70920867481674,2015-07-28,227,2012-12-08
38327,W1T36234008958684,2015-05-17,293,2012-02-25
38328,WEB26492701745424,2023-09-11,663,2020-02-24
38329,WEB85923883232841,2023-05-19,873,2019-02-12
38330,NMB60696360503979,2020-03-28,845,2018-10-03
38331,W1T12433705972415,2023-02-03,654,2021-10-25
38332,W1T87652411958369,2016-02-29,575,2012-11-21
38333,W1T88943010850860,2019-06-05,885,2014-12-18
38334,W1T53852674266162,2023-01-31,527,2014-08-09
38335,WEB72890792026000,2016-03-02,772,2015-05-17
38336,W1T68977490251822,2022-08-04,290,2021-12-25
38337,WDB86303743361539,2022-03-18,403,2020-03-15
38338,W1T54503296236108,2013-05-07,935,2012-04-06
38339,WEB48247426132634,2016-10-25,274,2016-05-08
38340,WEB49223979081963,2015-07-04,246,2014-10-19
38341,NMB65194247347834,2018-07-30,781,2016-05-19
38342,NMB33535582240912,2023-05-07,241,2019-03-02
38343,W1T89656812700296,2014-02-06,529,2013-07-09
38344,NMB10967398501270,2018-08-13,647,2013-10-28
38345,WEB39288417728879,2019-12-26,721,2013-07-29
38346,WEB17678334541555,2020-08-04,721,2012-02-29
38347,W1T57116053505371,2015-05-11,731,2013-10-23
38348,NMB21420365278967,2021-04-08,924,2017-11-05
38349,NMB49810538347342,2022-12-20,217,2021-12-24
38350,NMB96325643376650,2019-03-09,212,2018-10-27
38351,WDB10207552871306,2023-09-11,243,2016-09-08
38352,W1T46322970781814,2020-03-02,867,2017-05-13
38353,WDB99710645821988,2023-01-15,841,2021-07-16
38354,NMB53948489517478,2022-11-18,516,2017-12-25
38355,W1T88233170234321,2014-03-14,718,2014-02-01
38356,WEB98593487086332,2023-04-01,258,2013-03-02
38357,WDB98614073580617,2021-09-27,833,2013-07-27
38358,W1T84234889857573,2018-12-29,212,2014-05-15
38359,WDB33724336712797,2023-07-11,622,2017-08-23
38360,W1T70013057319232,2021-04-19,619,2020-09-20
38361,WEB94658408723112,2020-01-01,606,2016-11-08
38362,NMB31036519615944,2022-08-29,763,2021-03-28
38363,NMB58597033827678,2017-08-03,915,2012-11-29
38364,WDB94096117492934,2023-03-14,853,2021-04-27
38365,WDB21883475087947,2022-07-13,743,2013-03-10
38366,WEB87506359662993,2022-08-17,544,2022-06-14
38367,WDB63589672573835,2018-09-03,385,2018-02-14
38368,NMB57522630719056,2022-05-15,579,2011-01-15
38369,WDB35130286170602,2020-09-02,725,2019-10-19
38370,NMB19249266579956,2022-05-21,273,2019-11-23
38371,W1T56054527362292,2020-03-01,257,2019-05-09
38372,WEB84906866872929,2019-03-26,775,2013-03-25
38373,W1T78968717985582,2023-07-29,528,2021-04-13
38374,NMB98109322519455,2023-06-02,644,2022-05-24
38375,W1T59108683963688,2017-02-17,619,2015-07-19
38376,W1T70223103779144,2020-08-22,626,2012-04-01
38377,NMB39960032570944,2023-09-04,293,2012-05-15
38378,WDB15138124392662,2017-06-19,214,2016-03-08
38379,WEB71449154834771,2017-11-20,875,2014-01-06
38380,W1T93137247349176,2023-03-25,299,2016-11-07
38381,WEB89772401747081,2023-03-30,867,2023-02-05
38382,WEB28421592188233,2023-06-17,919,2020-09-18
38383,NMB77270252226097,2017-12-04,235,2016-09-04
38384,WEB38601991575055,2022-01-24,538,2018-06-07
38385,WDB30775452941803,2020-09-27,879,2020-01-06
38386,NMB68344838897776,2019-10-13,789,2018-10-30
38387,NMB67724951993654,2013-02-05,924,2012-05-03
38388,W1T64983780438163,2020-10-25,402,2011-11-24
38389,NMB51557241974980,2023-08-16,561,2023-01-15
38390,W1T24920116454727,2017-05-31,607,2011-09-17
38391,WDB99234134846356,2022-09-23,675,2011-06-08
38392,WEB86160296323631,2023-04-13,816,2018-09-21
38393,W1T97838883937394,2023-01-11,869,2020-11-04
38394,WEB16046894899323,2022-09-13,667,2022-02-18
38395,WDB31863370943932,2022-11-29,737,2011-07-20
38396,NMB66190124653155,2016-06-06,521,2015-07-17
38397,WEB95309733723576,2021-04-02,841,2016-01-06
38398,W1T34901414158796,2018-05-29,853,2016-02-02
38399,NMB11807606719296,2020-11-01,205,2016-05-18
38400,WDB22761461510398,2021-07-02,879,2013-02-06
38401,WEB61573524416785,2013-10-09,676,2013-09-27
38402,NMB72157328463898,2021-02-21,414,2015-12-11
38403,NMB67642822190651,2012-06-17,531,2012-04-08
38404,WDB55365812985058,2012-05-20,682,2011-07-22
38405,W1T45940210718079,2017-05-19,499,2014-11-26
38406,WEB46760682558568,2017-08-06,257,2016-05-07
38407,WEB87662659205207,2016-10-28,216,2015-01-18
38408,WEB91002180935498,2016-07-16,877,2012-06-20
38409,WEB69908667854620,2023-05-27,403,2013-03-25
38410,WEB74046450028302,2021-08-23,300,2016-12-02
38411,WDB75369535120599,2016-02-06,646,2014-11-26
38412,W1T40769103738363,2023-08-23,200,2021-10-10
38413,WDB95762205242149,2018-03-02,843,2017-04-02
38414,W1T16355126101220,2020-04-02,565,2014-09-25
38415,WEB94991608988395,2022-03-19,221,2021-03-20
38416,WEB60993606709067,2016-10-05,527,2016-03-01
38417,NMB32706265833807,2017-01-26,616,2014-06-27
38418,WEB12055014508976,2018-11-11,650,2018-09-22
38419,WEB97562941554246,2021-09-02,203,2019-08-18
38420,WDB83840520149233,2014-05-21,293,2014-03-22
38421,WEB95283240430452,2023-04-15,725,2020-08-05
38422,WDB75860813920710,2020-06-30,525,2018-08-12
38423,WDB46483042896206,2017-12-03,739,2015-05-15
38424,WDB36877646606048,2019-06-09,236,2013-04-07
38425,NMB39216733013711,2016-10-16,649,2016-07-02
38426,WDB58153264953982,2020-10-26,749,2016-04-20
38427,WDB77341366117717,2022-01-26,577,2021-10-12
38428,NMB86591203335991,2022-12-30,523,2022-07-06
38429,NMB55876927991368,2022-04-08,402,2015-11-01
38430,WEB21184610015658,2020-10-01,400,2012-03-30
38431,NMB63380352887053,2022-12-17,755,2020-02-18
38432,NMB93775183835224,2015-09-02,275,2015-01-02
38433,NMB41097047767645,2021-07-28,649,2015-01-08
38434,WDB69645350965713,2022-12-11,258,2022-10-22
38435,NMB99278987128950,2023-09-02,207,2017-09-10
38436,NMB52750886328231,2019-04-10,269,2015-09-01
38437,W1T38727091561126,2023-01-07,403,2022-04-10
38438,WDB42251174024957,2020-11-13,554,2016-06-15
38439,NMB52276560539356,2023-02-08,257,2020-12-11
38440,WDB84996700376335,2018-03-01,789,2017-07-20
38441,W1T21927334849584,2022-10-25,414,2020-02-18
38442,NMB80323001953003,2017-10-12,632,2012-01-26
38443,W1T65648367233145,2022-05-18,226,2013-11-28
38444,W1T58186312331468,2021-06-13,777,2019-12-15
38445,WDB69855118460230,2014-05-16,654,2012-03-28
38446,WEB64478148956531,2022-05-14,300,2018-03-28
38447,WDB19936232328239,2022-09-28,617,2017-08-01
38448,W1T42308277421179,2016-07-22,579,2015-07-12
38449,WDB51170408736570,2020-01-28,831,2016-05-27
38450,NMB67543554973911,2023-07-04,247,2019-10-12
38451,WDB62390695397724,2019-06-10,663,2019-03-10
38452,W1T86438114475517,2016-02-24,768,2012-10-21
38453,W1T71505880289079,2020-04-22,214,2018-10-27
38454,WEB95091564950449,2020-11-30,227,2016-03-03
38455,WEB98036675706790,2019-10-14,835,2011-07-03
38456,NMB84053851318702,2020-10-23,296,2017-07-16
38457,W1T45907480594525,2012-10-02,812,2011-06-17
38458,WDB98741255188299,2022-06-21,820,2021-04-17
38459,NMB74705110827572,2019-06-06,727,2018-08-20
38460,W1T50216715114165,2021-08-17,225,2011-11-18
38461,WEB11794462990521,2021-04-29,525,2020-12-22
38462,WDB80234416614660,2021-11-23,268,2019-06-18
38463,WEB28375371279451,2016-05-09,413,2015-10-29
38464,WDB76336423825169,2014-12-09,755,2013-05-24
38465,WEB71781655043464,2021-06-04,926,2014-02-01
38466,WEB98571940525529,2023-03-12,609,2018-11-29
38467,NMB33334284092396,2018-02-28,513,2012-04-14
38468,WDB99627843707800,2021-03-24,924,2012-01-03
38469,NMB54156958925014,2015-05-11,727,2015-01-03
38470,WEB24644948294581,2021-12-17,552,2020-02-16
38471,WDB63383723492710,2021-01-11,824,2019-07-05
38472,W1T20210204259301,2022-09-26,706,2022-07-13
38473,WDB25723009946437,2021-06-18,231,2018-11-06
38474,WEB68419004194932,2018-11-13,649,2016-08-02
38475,WEB20775666253590,2017-09-25,922,2012-07-08
38476,NMB29775602139539,2023-01-30,773,2022-04-28
38477,NMB52164498477755,2021-11-27,386,2019-12-08
38478,WEB72304941566340,2023-04-01,627,2022-12-07
38479,WDB84289243550284,2023-02-09,641,2020-05-15
38480,NMB68799978539695,2020-09-26,632,2019-01-09
38481,WDB90922214487425,2023-05-23,249,2022-09-28
38482,WDB45687174769953,2017-02-03,721,2011-05-05
38483,NMB85129422864462,2021-03-25,787,2017-06-30
38484,NMB59721888295506,2021-02-01,772,2015-07-13
38485,WDB58526206462426,2020-09-05,226,2011-07-22
38486,W1T77841776240881,2016-02-11,607,2015-09-12
38487,WDB36098516305340,2019-06-20,204,2013-02-27
38488,W1T10786572182537,2022-04-09,723,2020-08-22
38489,NMB46201609974361,2022-09-10,242,2016-08-13
38490,WDB91704073385538,2021-12-15,931,2021-03-11
38491,WDB50224302470188,2023-03-09,269,2023-02-23
38492,WDB99555850802267,2021-07-16,749,2016-10-10
38493,NMB47870019779829,2012-12-26,706,2012-04-06
38494,WEB33359397240925,2018-08-30,833,2017-06-01
38495,WDB41961577058331,2022-09-03,626,2017-07-08
38496,WEB39883705947507,2022-05-05,290,2021-10-01
38497,WDB33360730400969,2021-11-03,619,2019-06-26
38498,W1T23050381119049,2019-08-20,400,2012-02-05
38499,WEB68284994306406,2023-03-25,210,2022-03-16
38500,WEB65126243159776,2022-02-12,812,2021-03-13
38501,W1T50662476862200,2020-10-05,412,2019-06-17
38502,WDB93994315718547,2022-10-17,581,2017-02-03
38503,NMB31459098811872,2021-08-01,403,2015-01-16
38504,WEB40388613193752,2012-12-25,233,2011-05-06
38505,WEB63423973452958,2017-11-28,775,2016-06-13
38506,WDB94281608530551,2023-07-24,685,2018-12-15
38507,WEB95638626570544,2023-07-13,869,2015-07-14
38508,WDB17604842200610,2014-09-28,406,2012-03-30
38509,WDB76839450012899,2021-03-29,644,2018-07-25
38510,NMB50898674115316,2023-04-14,581,2017-02-26
38511,NMB54200547832791,2018-04-27,291,2016-06-18
38512,WDB63964153069186,2020-08-03,839,2017-10-29
38513,W1T69519501395761,2023-06-10,789,2021-06-14
38514,WEB56351611767720,2019-10-19,743,2016-02-15
38515,WDB11537464095082,2017-04-10,438,2011-05-12
38516,WDB44331789555791,2019-09-25,242,2012-12-05
38517,WEB81587476953805,2017-03-17,287,2014-05-01
38518,WDB86113078753237,2013-11-13,208,2013-02-13
38519,WDB52541444073212,2019-11-29,622,2014-11-02
38520,WEB71322756919762,2020-06-07,753,2016-06-15
38521,WDB93514356576291,2023-09-07,865,2019-09-07
38522,NMB65265599523567,2023-07-29,922,2021-03-30
38523,W1T97541072391247,2023-04-21,791,2021-06-10
38524,WEB93927401527472,2023-08-20,769,2020-07-13
38525,W1T68449954886416,2021-09-19,235,2021-06-29
38526,W1T27283570266372,2022-10-15,682,2020-03-20
38527,WEB29094130528785,2023-06-18,495,2021-10-19
38528,WDB75339462382144,2019-02-04,849,2015-08-02
38529,NMB73672377560879,2023-07-17,722,2011-08-05
38530,NMB75950356655109,2017-04-05,269,2016-02-01
38531,W1T79761090970836,2022-11-21,250,2021-12-31
38532,W1T97289395242349,2021-07-01,632,2017-12-14
38533,WEB85037867020861,2021-06-13,402,2014-12-23
38534,W1T70011846314444,2023-01-06,737,2021-02-07
38535,WEB17850515571619,2012-05-02,623,2011-07-27
38536,W1T85239054931057,2022-09-18,751,2020-05-04
38537,W1T49904699077152,2021-11-01,531,2015-04-02
38538,NMB49859834991153,2018-05-12,550,2011-09-17
38539,WEB78872042602600,2012-11-19,516,2012-05-05
38540,NMB61569725453796,2018-12-28,276,2014-05-04
38541,W1T44368216546858,2014-03-17,219,2014-02-13
38542,W1T92408564068978,2023-03-20,815,2013-08-16
38543,W1T33893427333787,2023-06-28,813,2013-06-20
38544,WDB52502210778387,2023-05-02,849,2020-02-17
38545,WDB55995180303179,2022-05-02,930,2015-07-26
38546,W1T32768291573470,2023-06-01,212,2011-10-30
38547,NMB55711716957394,2022-11-28,236,2020-02-20
38548,WEB89877503975319,2016-12-01,237,2015-12-18
38549,W1T38437183728997,2022-11-23,651,2014-05-27
38550,W1T35925078557942,2023-04-18,257,2019-01-07
38551,WEB13756396803485,2022-01-23,747,2019-04-19
38552,WEB30591266994946,2021-10-12,865,2014-12-31
38553,NMB44038475319908,2023-05-23,272,2023-01-31
38554,NMB74641015975901,2023-09-08,299,2022-03-04
38555,W1T15245070650954,2023-01-20,547,2017-12-25
38556,WEB12454523446674,2023-03-17,785,2022-08-09
38557,WEB37246449243908,2020-06-02,768,2019-04-13
38558,WEB92452176655432,2023-01-04,525,2021-12-19
38559,WDB68977910853570,2023-08-23,299,2023-03-15
38560,WEB73187382952938,2020-10-14,270,2016-01-10
38561,WDB85807984687964,2023-08-12,553,2019-06-24
38562,WDB31248194574518,2022-10-18,687,2019-04-02
38563,W1T34711246103480,2020-06-06,526,2014-07-23
38564,WEB72063532995305,2017-02-20,236,2011-05-18
38565,WEB92162773935038,2020-12-28,924,2020-11-16
38566,WEB32740248541041,2021-08-13,241,2020-09-12
38567,WEB81250576396125,2018-11-01,818,2015-06-14
38568,NMB18403144040867,2016-03-03,687,2011-12-30
38569,WEB40263048613908,2019-12-15,272,2016-06-20
38570,W1T99767368843270,2019-06-11,779,2016-05-09
38571,WEB89435454627854,2022-10-08,853,2012-12-05
38572,WDB95409751078569,2018-02-18,207,2015-10-02
38573,NMB64035814311242,2021-09-07,705,2021-07-30
38574,NMB58234566623129,2017-07-09,819,2016-11-10
38575,NMB13959422191583,2014-04-10,223,2011-09-09
38576,WEB64182959961704,2021-10-24,767,2013-06-16
38577,NMB54794093056508,2019-09-03,879,2016-02-24
38578,WDB38313086134132,2012-08-21,227,2011-12-02
38579,W1T15689251351972,2016-03-04,868,2014-11-28
38580,W1T85961500359615,2016-11-13,221,2015-03-23
38581,W1T60090477099494,2018-11-18,300,2015-10-04
38582,NMB21898532583912,2020-09-03,818,2014-10-08
38583,WDB67180134666738,2012-08-11,633,2011-10-14
38584,WEB50638797411895,2016-04-20,561,2014-08-15
38585,WEB61733666609478,2021-11-03,385,2014-07-01
38586,NMB94948537391483,2021-06-25,293,2020-01-25
38587,W1T95931278540650,2017-12-15,623,2013-06-19
38588,WDB90730112667430,2022-07-06,525,2021-04-11
38589,NMB27906822119906,2022-10-28,813,2017-07-07
38590,WEB76705657751823,2020-04-21,579,2017-04-11
38591,W1T84667334674118,2023-08-24,757,2022-11-16
38592,WEB31292743327343,2018-10-13,252,2018-05-30
38593,W1T56545039035123,2019-08-17,511,2014-11-17
38594,W1T37722546407554,2016-08-14,616,2016-01-06
38595,WEB19617126595101,2023-09-09,817,2021-09-22
38596,WDB49661628929362,2022-03-20,753,2021-06-01
38597,WEB15017069459382,2022-12-11,819,2020-09-23
38598,WDB26907340848166,2019-10-15,813,2016-10-15
38599,WDB36178397260201,2018-12-23,687,2016-08-07
38600,NMB39298516812138,2022-08-09,873,2022-05-13
38601,WEB32213884826216,2021-07-14,406,2020-10-04
38602,W1T73171797381704,2023-09-03,244,2023-02-09
38603,W1T60432825272926,2022-04-02,252,2019-06-08
38604,WDB91230725572629,2023-04-21,681,2014-08-29
38605,WEB29404674451759,2022-11-14,544,2018-10-22
38606,WDB79172163638539,2022-04-27,299,2021-04-26
38607,WEB55397989494301,2018-02-15,781,2014-08-30
38608,WDB59644170077383,2023-04-27,775,2017-12-27
38609,W1T20798742112770,2023-02-09,805,2015-01-21
38610,NMB84595189061477,2019-09-25,935,2016-02-18
38611,WDB84104990704667,2022-12-19,932,2015-08-28
38612,WEB84069500382148,2021-10-17,877,2021-06-30
38613,W1T79555464830583,2022-07-10,221,2021-06-29
38614,NMB96855266289195,2013-08-29,848,2012-08-13
38615,WDB53479805750498,2022-05-30,577,2019-02-13
38616,NMB77620509047771,2021-09-25,637,2020-06-27
38617,W1T81417931878955,2022-06-15,825,2022-03-12
38618,WDB89782284639965,2019-07-29,883,2019-07-21
38619,W1T83949383472024,2021-10-23,490,2018-01-17
38620,WEB19291149687862,2021-12-29,254,2015-07-04
38621,WEB12707418200759,2023-06-05,287,2019-01-10
38622,WEB78589329951290,2023-07-16,364,2022-12-11
38623,W1T50763177575615,2022-12-20,290,2013-09-21
38624,NMB97296899207973,2022-12-29,254,2020-07-15
38625,W1T73968884081462,2020-11-29,404,2017-12-17
38626,WEB75289680732605,2021-07-28,772,2017-02-27
38627,WEB83114866029358,2019-08-11,406,2018-06-13
38628,WEB33698781477126,2020-04-27,822,2018-10-09
38629,WEB69755583310977,2018-11-03,615,2014-05-13
38630,NMB28821476155663,2023-09-27,527,2023-04-20
38631,WEB87108772152014,2017-05-11,682,2012-11-19
38632,W1T60840409954745,2023-06-07,543,2018-12-07
38633,WEB27645900782307,2022-05-23,768,2022-02-23
38634,NMB81808331720317,2022-11-18,251,2022-11-01
38635,WEB55153871553663,2016-06-08,219,2014-11-10
38636,WEB11532140741406,2023-02-27,518,2023-01-24
38637,WDB32429322020020,2018-07-23,555,2011-03-19
38638,WEB35207460377903,2016-12-21,882,2011-03-01
38639,WDB56796126497085,2017-02-16,559,2013-01-26
38640,WDB84110191357809,2023-05-06,222,2022-06-06
38641,WDB16398413033914,2023-01-15,227,2020-09-06
38642,WEB15559942943845,2020-05-23,296,2011-06-02
38643,WDB87105885667841,2019-07-18,250,2012-06-05
38644,WDB11373262155571,2021-05-11,235,2021-03-23
38645,WDB81273711615241,2021-10-23,254,2020-04-18
38646,W1T49516288769583,2021-09-12,571,2019-09-19
38647,WDB36842599836386,2011-06-26,246,2011-05-29
38648,W1T28361463538249,2023-04-30,292,2018-08-15
